sampling_period,patch,date,time,treatment,divers,observer,transect,heading,quadrat,shoot_count,distance_patch,above_ground,below_ground,shoot_bag_num,percent_total_n,percent_total_c,total_grunt_nh4_rate_ug,total_grunt_nh4_rate,mean_sand_depth,sd_sand_depth,original_cuke_density,final_cuke_density,true_seagrass_area,total_reef_area,log_original_cuke_density,log_final_cuke_density,lat,lon,total_cuke_excretion_initial,total_cuke_excretion_final,patch_size,grunt_pee_m2,cuke_pee_final_m2,log_grunt_pee_m2,log_cuke_pee_m2,scale_log_og_cukes,scale_log_cukes_final,scale_log_grunt_pee_m2,scale_log_cuke_pee_m2,scale_distance,scale_sand,scale_seagrass_area,scale_reef_area,scale_patch_size,cont_treatment,scale_cont_treatment,mean_blade_height,sd_blade_height,n_blade_height,se_blade_height
2,Check5,2019-08-08,10:00:00,half,"RM, HW",RM,3,210,2,169,2.5,NA,NA,T3Q2,0.01807,0.36975,60402.76535310702,4311.403665460886,16.75,4.112987559751022,0.4715336065425581,0.23576680327127905,25.448875400394062,18.87259315183695,-0.7517649036425628,-1.4135512652851705,24.846717,-76.250533,154.8,75.6,44.32146855223101,169.41430996963138,2.970661721218116,5.133805957319224,1.118674301019808,0.6251165369717944,0.7959064506544593,0.7873208807584219,0.7962931471385818,0.474395869092588,0.008418616016401922,-0.43207242183265254,-0.30977036910475936,-0.4162511215883045,-0.5,0,15.34,0.6503845016603643,5,0.2908607914449799
2,Check5,2019-08-08,10:00:00,half,"RM, HW",RM,3,210,3,93,4.1,NA,NA,T3Q3,0.01755,0.36247,60402.76535310702,4311.403665460886,22.875,2.5940637360455634,0.4715336065425581,0.23576680327127905,25.448875400394062,18.87259315183695,-0.7517649036425628,-1.4135512652851705,24.846717,-76.250533,154.8,75.6,44.32146855223101,169.41430996963138,2.970661721218116,5.133805957319224,1.118674301019808,0.6251165369717944,0.7959064506544593,0.7873208807584219,0.7962931471385818,1.4906223919752226,0.879277672824176,-0.43207242183265254,-0.30977036910475936,-0.4162511215883045,-0.5,0,10.9,2.838133189263675,5,1.2692517480783707
2,CT15,2019-08-08,11:30:00,zero,"RM, HW",RM,1,120,1,190,0,NA,NA,T1Q1,0.01661,0.36512999999999995,103660.32468061846,7399.023888695108,13.875,3.06526235962492,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,24.883417,-76.258817,84,0,82.5091055977004,346.49652071938436,0,5.8485862549106615,-2.4064789070070094,0.28922081934324667,-1.194509809478628,1.1399766216561906,-1.2069602261090813,-1.1134580729115289,-0.40035196166887976,-0.5373903578889133,0.6774127134522859,0.11240253460335353,-1,-1.2236643728386054,30.02,4.413841863954802,5,1.973930089947463
2,CT15,2019-08-08,11:30:00,zero,"RM, HW",HW,1,120,2,171,0.9,NA,NA,T1Q2,0.019030000000000002,0.37573,103660.32468061846,7399.023888695108,7.625,0.47871355387816905,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,24.883417,-76.258817,84,0,82.5091055977004,346.49652071938436,0,5.8485862549106615,-2.4064789070070094,0.28922081934324667,-1.194509809478628,1.1399766216561906,-1.2069602261090813,-0.5418306537900468,-1.2889836522890574,-0.5373903578889133,0.6774127134522859,0.11240253460335353,-1,-1.2236643728386054,13.18,3.305601306872927,5,1.4783098457360013
2,CT15,2019-08-08,11:30:00,zero,"RM, HW",HW,1,120,3,72,2.4,NA,NA,T1Q3,0.01899,0.37573,103660.32468061846,7399.023888695108,5.375,1.25,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,24.883417,-76.258817,84,0,82.5091055977004,346.49652071938436,0,5.8485862549106615,-2.4064789070070094,0.28922081934324667,-1.194509809478628,1.1399766216561906,-1.2069602261090813,0.41088171141242325,-1.6088910609123213,-0.5373903578889133,0.6774127134522859,0.11240253460335353,-1,-1.2236643728386054,8.98,1.6053037095827067,5,0.7179136438319025
2,CT15,2019-08-08,11:30:00,zero,"RM, HW",HW,2,30,1,194,0,1.217,2.744,T2Q1,0.01661,0.36512999999999995,103660.32468061846,7399.023888695108,13.875,3.06526235962492,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,24.883417,-76.258817,84,0,82.5091055977004,346.49652071938436,0,5.8485862549106615,-2.4064789070070094,0.28922081934324667,-1.194509809478628,1.1399766216561906,-1.2069602261090813,-1.1134580729115289,-0.40035196166887976,-0.5373903578889133,0.6774127134522859,0.11240253460335353,-1,-1.2236643728386054,19.14,3.3974990802059093,5,1.5194077793666847
2,CT15,2019-08-08,11:30:00,zero,"RM, HW",RM,2,30,2,165,2.2,0.642,4.006,T2Q2,0.019030000000000002,0.37573,103660.32468061846,7399.023888695108,7.625,0.47871355387816905,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,24.883417,-76.258817,84,0,82.5091055977004,346.49652071938436,0,5.8485862549106615,-2.4064789070070094,0.28922081934324667,-1.194509809478628,1.1399766216561906,-1.2069602261090813,0.2838533960520941,-1.2889836522890574,-0.5373903578889133,0.6774127134522859,0.11240253460335353,-1,-1.2236643728386054,15.1,1.5049916943292405,5,0.6730527468185533
2,CT15,2019-08-08,11:30:00,zero,"RM, HW",HW,2,30,3,103,3.8,0.366,3.432,T2Q3,0.01899,0.37573,103660.32468061846,7399.023888695108,5.375,1.25,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,24.883417,-76.258817,84,0,82.5091055977004,346.49652071938436,0,5.8485862549106615,-2.4064789070070094,0.28922081934324667,-1.194509809478628,1.1399766216561906,-1.2069602261090813,1.3000799189347287,-1.6088910609123213,-0.5373903578889133,0.6774127134522859,0.11240253460335353,-1,-1.2236643728386054,11.74,2.2210357943986403,5,0.9932774033471212
2,CT15,2019-08-08,11:30:00,zero,"RM, HW",HW,3,210,1,233,0.1,NA,NA,T3Q1,0.01661,0.36512999999999995,103660.32468061846,7399.023888695108,13.875,3.06526235962492,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,24.883417,-76.258817,84,0,82.5091055977004,346.49652071938436,0,5.8485862549106615,-2.4064789070070094,0.28922081934324667,-1.194509809478628,1.1399766216561906,-1.2069602261090813,-1.049943915231364,-0.40035196166887976,-0.5373903578889133,0.6774127134522859,0.11240253460335353,-1,-1.2236643728386054,20.68,3.9008973326659087,5,1.7445343218177165
2,CT15,2019-08-08,11:30:00,zero,"RM, HW",RM,3,210,2,222,1.6,NA,NA,T3Q2,0.019030000000000002,0.37573,103660.32468061846,7399.023888695108,7.625,0.47871355387816905,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,24.883417,-76.258817,84,0,82.5091055977004,346.49652071938436,0,5.8485862549106615,-2.4064789070070094,0.28922081934324667,-1.194509809478628,1.1399766216561906,-1.2069602261090813,-0.09723155002889403,-1.2889836522890574,-0.5373903578889133,0.6774127134522859,0.11240253460335353,-1,-1.2236643728386054,14.24,1.8889150324988147,5,0.8447484832777148
2,CT15,2019-08-08,11:30:00,zero,"RM, HW",HW,3,210,3,118,3.1,NA,NA,T3Q3,0.01899,0.37573,103660.32468061846,7399.023888695108,5.375,1.25,0.327810219499568,0,21.35381871463963,61.15528688306077,-1.115320437137723,-4.891386666278263,24.883417,-76.258817,84,0,82.5091055977004,346.49652071938436,0,5.8485862549106615,-2.4064789070070094,0.28922081934324667,-1.194509809478628,1.1399766216561906,-1.2069602261090813,0.8554808151735761,-1.6088910609123213,-0.5373903578889133,0.6774127134522859,0.11240253460335353,-1,-1.2236643728386054,11.8,1.649242250247064,5,0.7375635565834309
2,Vancouver,2019-08-08,13:00:00,half,"RM, RG",RM,1,120,1,162,0,NA,NA,T1Q1,0.01832,0.35946,56801.768645304845,4054.3732080874265,20.75,5.737304826019502,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,-1.1134580729115289,0.5771428980133156,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,27.3,5.548423199432429,5,2.481330288373557
2,Vancouver,2019-08-08,13:00:00,half,"RM, RG",RG,1,120,2,88,1.5,NA,NA,T1Q2,0.018349999999999998,0.36623,56801.768645304845,4054.3732080874265,30.625,3.9024564913226985,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,-0.16074570770905874,1.9811809691931963,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,17.64,2.7978563222581685,5,1.2512393855693644
2,Vancouver,2019-08-08,13:00:00,half,"RM, RG",RG,1,120,3,28,3,NA,NA,T1Q3,0.01698,0.35827,56801.768645304845,4054.3732080874265,21.75,5.737304826019502,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,0.7919666574934113,0.719323968512544,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,12.379999999999999,0.719027120489902,5,0.32155870381627055
2,Vancouver,2019-08-08,13:00:00,half,"RM, RG",RM,2,30,1,172,0,1.704,3.341,T2Q1,0.01832,0.35946,56801.768645304845,4054.3732080874265,20.75,5.737304826019502,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,-1.1134580729115289,0.5771428980133156,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,30.16,3.678042957878552,5,1.6448708155961675
2,Vancouver,2019-08-08,13:00:00,half,"RM, RG",RG,2,30,2,154,2.4,0.315,4.966,T2Q2,0.018349999999999998,0.36623,56801.768645304845,4054.3732080874265,30.625,3.9024564913226985,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,0.41088171141242325,1.9811809691931963,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,17.42,2.5213091837376864,5,1.1275637454263947
2,Vancouver,2019-08-08,13:00:00,half,"RM, RG",RM,2,30,3,97,4,2.886,7.899,T2Q3,0.01698,0.35827,56801.768645304845,4054.3732080874265,21.75,5.737304826019502,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,1.4271082342950583,0.719323968512544,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,11.66,1.5852444606432157,5,0.708942874990644
2,Vancouver,2019-08-08,13:00:00,half,"RM, RG",RG,3,210,1,164,0.1,NA,NA,T3Q1,0.01832,0.35946,56801.768645304845,4054.3732080874265,20.75,5.737304826019502,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,-1.049943915231364,0.5771428980133156,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,20.94,6.8423680111493566,5,3.06
2,Vancouver,2019-08-08,13:00:00,half,"RM, RG",RM,3,210,2,147,3.1,NA,NA,T3Q2,0.018349999999999998,0.36623,56801.768645304845,4054.3732080874265,30.625,3.9024564913226985,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,0.8554808151735761,1.9811809691931963,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,16.28,2.175316068988596,5,0.9728309205612247
2,Vancouver,2019-08-08,13:00:00,half,"RM, RG",RM,3,210,3,66,4.6,NA,NA,T3Q3,0.01698,0.35827,56801.768645304845,4054.3732080874265,21.75,5.737304826019502,0.04506606080245481,0.015022020267484936,66.5689422723316,8.921430335016193,-3.0996258478642624,-3.792773478152654,24.88526,-76.260322,36,12,75.4903726073478,60.904876503837244,0.18026424320981924,4.113365547577188,-1.3078664585370985,-1.5441158473343184,-0.565757352528695,0.2838596494510988,-0.5826471924860385,1.808193180376046,0.719323968512544,0.6254661925931561,-0.542102293058835,0.015238134178029815,-0.5,0,14.1,2.5228951623085734,5,1.128273016605467
2,119,2019-08-09,10:00:00,natural,"HW, RG",RG,1,120,1,206,0.1,NA,NA,T1Q1,0.01693,0.36454000000000003,76457.53213613608,5457.3541853059305,14.125,2.5940637360455634,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,-1.049943915231364,-0.3648066940440727,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,9.8,2.0760539492026693,5,0.9284395510748127
2,119,2019-08-09,10:00:00,natural,"HW, RG",HW,1,120,2,249,0.9,NA,NA,T1Q2,0.01609,0.36527,76457.53213613608,5457.3541853059305,13.625,2.056493779875511,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,-0.5418306537900468,-0.4358972292936869,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,8.2,1.9039432764659767,5,0.8514693182963199
2,119,2019-08-09,10:00:00,natural,"HW, RG",HW,1,120,3,81,2.4,NA,NA,T1Q3,0.01665,0.36119,76457.53213613608,5457.3541853059305,11.375,4.346933785248325,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,0.41088171141242325,-0.75580463791695085,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,9.54,1.4808781178746615,5,0.6622688275919378
2,119,2019-08-09,10:00:00,natural,"HW, RG",RG,2,30,1,153,0.1,0.649,1.32,T2Q1,0.01693,0.36454000000000003,76457.53213613608,5457.3541853059305,14.125,2.5940637360455634,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,-1.049943915231364,-0.3648066940440727,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,12.16,4.647902752855314,5,2.0786053016385773
2,119,2019-08-09,10:00:00,natural,"HW, RG",HW,2,30,2,219,1.6,0.421,3.623,T2Q2,0.01609,0.36527,76457.53213613608,5457.3541853059305,13.625,2.056493779875511,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,-0.09723155002889403,-0.4358972292936869,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,9.6,2.6786190471957747,5,1.1979148550710939
2,119,2019-08-09,10:00:00,natural,"HW, RG",HW,2,30,3,97,3.1,0.068,2.839,T2Q3,0.01665,0.36119,76457.53213613608,5457.3541853059305,11.375,4.346933785248325,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,0.8554808151735761,-0.75580463791695085,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,11.7,3.7235735523821742,5,1.665232716469383
2,119,2019-08-09,10:00:00,natural,"HW, RG",RG,3,210,1,182,0,NA,NA,T3Q1,0.01693,0.36454000000000003,76457.53213613608,5457.3541853059305,14.125,2.5940637360455634,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,-1.1134580729115289,-0.3648066940440727,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,11.32,3.0144651266849984,5,1.3481097878140342
2,119,2019-08-09,10:00:00,natural,"HW, RG",HW,3,210,2,424,1.5,NA,NA,T3Q2,0.01609,0.36527,76457.53213613608,5457.3541853059305,13.625,2.056493779875511,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,-0.16074570770905874,-0.4358972292936869,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,8.9,1.8330302779823358,5,0.8197560612767677
2,119,2019-08-09,10:00:00,natural,"HW, RG",RG,3,210,3,185,3,NA,NA,T3Q3,0.01665,0.36119,76457.53213613608,5457.3541853059305,11.375,4.346933785248325,0.2379431122245524,0.2379431122245524,29.418796512142528,22.326454360609944,-1.4357236581481019,-1.4046452648007277,24.823233,-76.273583,91.2,91.2,51.74525087275247,185.50569133762568,3.1000588335541686,5.224417818259767,1.1600807687843235,-0.006805674373185967,0.8010034854859313,0.832026635885962,0.8198233715936959,0.7919666574934113,-0.75580463791695085,-0.32997276122233854,-0.22913233368359362,-0.31347938785045387,0,1.2236643728386054,8.24,0.7829431652425355,5,0.350142828000232
2,Check3,2019-08-09,12:30:00,zero,"RM, RG",RM,1,120,1,284,0,NA,NA,T1Q1,0.01776,0.36355,24461.931760907315,1746.0336731554116,16.875,3.010398644698074,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,-1.1134580729115289,0.026191249828805475,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,15.94,1.8049930747789584,5,0.8072174428244224
2,Check3,2019-08-09,12:30:00,zero,"RM, RG",RG,1,120,2,164,0.7,NA,NA,T1Q2,0.01931,0.37082,24461.931760907315,1746.0336731554116,15.875,3.966001344763598,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,-0.6688589691503762,-0.11598982067042295,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,9.78,0.960208310732624,5,0.4294182110716776
2,Check3,2019-08-09,12:30:00,zero,"RM, RG",RG,1,120,3,46,2.2,NA,NA,T1Q3,0.01869,0.36648000000000003,24461.931760907315,1746.0336731554116,10.25,1.8929694486000912,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,0.2838533960520941,-0.9157583422285828,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,10.36,2.202952564173818,5,0.985190336940025
2,Check3,2019-08-09,12:30:00,zero,"RM, RG",RM,2,30,1,242,0.5,1.288,5.111,T2Q1,0.01776,0.36355,24461.931760907315,1746.0336731554116,16.875,3.010398644698074,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,-0.7958872845107056,0.026191249828805475,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,18.92,4.7515260706429885,5,2.1249470581640377
2,Check3,2019-08-09,12:30:00,zero,"RM, RG",RG,2,30,2,146,2,0.227,2.159,T2Q2,0.01931,0.37082,24461.931760907315,1746.0336731554116,15.875,3.966001344763598,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,0.15682508069176462,-0.11598982067042295,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,11.46,2.0305171754998774,5,0.9080748867797193
2,Check3,2019-08-09,12:30:00,zero,"RM, RG",RG,2,30,3,99,3.5,0.15,2.311,T2Q3,0.01869,0.36648000000000003,24461.931760907315,1746.0336731554116,10.25,1.8929694486000912,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,1.1095374458942349,-0.9157583422285828,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,11,2.124852936087578,5,0.9502631214563679
2,Check3,2019-08-09,12:30:00,zero,"RM, RG",RM,3,210,1,298,0,NA,NA,T3Q1,0.01776,0.36355,24461.931760907315,1746.0336731554116,16.875,3.010398644698074,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,-1.1134580729115289,0.026191249828805475,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,15.4,3.7603191353926326,5,1.6816658407662324
2,Check3,2019-08-09,12:30:00,zero,"RM, RG",RG,3,210,2,144,1,NA,NA,T3Q2,0.01931,0.37082,24461.931760907315,1746.0336731554116,15.875,3.966001344763598,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,-0.47831649610988214,-0.11598982067042295,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,10.32,1.1166915420114905,5,0.49939963956735095
2,Check3,2019-08-09,12:30:00,zero,"RM, RG",RG,3,210,3,48,2.5,NA,NA,T3Q3,0.01869,0.36648000000000003,24461.931760907315,1746.0336731554116,10.25,1.8929694486000912,0.4394604166588277,0,13.653106793138237,11.84431086489885,-0.8222076303979884,-4.891386666278263,24.831183,-76.257383,82.8,0,25.497417658037087,127.88544758420342,0,4.853066861499494,-2.4064789070070094,0.5600331918559913,-1.194509809478628,0.6488108320499076,-1.2069602261090813,0.474395869092588,-0.9157583422285828,-0.7354396519457438,-0.47386117697060465,-0.6768433995997588,-1,-1.2236643728386054,11.5,3.071644510681534,5,1.3736811857195976
2,Josh,2019-08-12,12:30:00,half,"HW, RG",RG,1,120,1,164,0.2,NA,NA,T1Q1,0.01818,0.37788,1726.0426667063466,123.20076136376493,26,4.08248290463863,0.4237593152593763,0.21187965762968816,47.19660259918609,22.997889276778874,-0.8585896376161153,-1.5169013134984517,24.844133,-76.24934703,243.6,123.6,70.19449187596497,2.6103735137471427,2.6188325683029454,1.05000983169208,0.9965665206786463,0.5264191788720234,0.7367577007192228,-1.2275278122055076,0.7269024544698971,-0.9864297575511995,1.3235935181342648,0.1272423613934601,-0.21345619927045884,-0.0580758210181752,-0.5,0,18.12,4.220426518730068,5,1.887432117984644
2,Josh,2019-08-12,12:30:00,half,"HW, RG",HW,1,120,2,349,3.3,NA,NA,T1Q2,0.016659999999999998,0.36991999999999997,1726.0426667063466,123.20076136376493,19.25,3.947573094109004,0.4237593152593763,0.21187965762968816,47.19660259918609,22.997889276778874,-0.8585896376161153,-1.5169013134984517,24.844133,-76.24934703,243.6,123.6,70.19449187596497,2.6103735137471427,2.6188325683029454,1.05000983169208,0.9965665206786463,0.5264191788720234,0.7367577007192228,-1.2275278122055076,0.7269024544698971,0.9825091305339053,0.36387129226447296,0.1272423613934601,-0.21345619927045884,-0.0580758210181752,-0.5,0,8.44,1.4467204291085407,5,0.6469930447848725
2,Josh,2019-08-12,12:30:00,half,"HW, RG",HW,1,120,3,149,4.8,NA,NA,T1Q3,0.01538,0.36534999999999995,1726.0426667063466,123.20076136376493,18.5,7.118052168020874,0.4237593152593763,0.21187965762968816,47.19660259918609,22.997889276778874,-0.8585896376161153,-1.5169013134984517,24.844133,-76.24934703,243.6,123.6,70.19449187596497,2.6103735137471427,2.6188325683029454,1.05000983169208,0.9965665206786463,0.5264191788720234,0.7367577007192228,-1.2275278122055076,0.7269024544698971,1.9352214957363756,0.25723548939005164,0.1272423613934601,-0.21345619927045884,-0.0580758210181752,-0.5,0,8.24,1.0261578825892244,5,0.4589117562233507
2,Josh,2019-08-12,12:30:00,half,"HW, RG",RG,2,30,1,196,0,0.859,3.389,T2Q1,0.01818,0.37788,1726.0426667063466,123.20076136376493,26,4.08248290463863,0.4237593152593763,0.21187965762968816,47.19660259918609,22.997889276778874,-0.8585896376161153,-1.5169013134984517,24.844133,-76.24934703,243.6,123.6,70.19449187596497,2.6103735137471427,2.6188325683029454,1.05000983169208,0.9965665206786463,0.5264191788720234,0.7367577007192228,-1.2275278122055076,0.7269024544698971,-1.1134580729115289,1.3235935181342648,0.1272423613934601,-0.21345619927045884,-0.0580758210181752,-0.5,0,13,3.014133374620307,5,1.347961423780369
